"","naMean_EOO","naMean_AOO","naZero_EOO","naZero_AOO","naNA_EOO","naNA_AOO"
"1",2013924.8,500,1077833.7,460,823857.2,212
"2",665662.6,500,642561.5,456,330972.8,208
"3",839093.9,496,1627407.7,456,1219113.5,208
"4",718766.1,504,732717.9,452,463830.1,208
"5",1286584.2,504,852368.5,448,696757,204
"6",1293937.5,496,1162845.9,456,866363.7,212
"7",1347280.3,496,1397510.6,448,1244306.4,200
"8",1068307.5,500,1015658.7,448,703229.1,204
"9",980828.5,492,755910.1,456,513572.6,208
"10",987819.7,492,812440.7,456,537663.1,212
"11",1395559.7,492,771688.7,444,444551.6,200
"12",1354961.1,500,1237932.2,456,928609.8,208
"13",1599927.9,504,642688.2,452,412296.9,200
"14",1192535.5,504,844151.1,452,509125.3,208
"15",1302791.4,500,1039994.1,456,810743.8,208
"16",1187817.4,496,1121381.5,452,833291.1,212
"17",659141.7,492,902082.2,460,630337.5,212
"18",708795.5,500,1238089,452,1112917.6,204
"19",948479.4,504,1450061.2,452,1022706.2,208
"20",1368070.4,500,697433.6,456,510500.8,212
"21",844301.5,496,1115989.3,456,734751.7,212
"22",626780.8,500,936322.8,456,610003.3,212
"23",1174513.3,500,1224628.7,456,881151.6,208
"24",960111.9,496,639954,456,332990.6,208
"25",659905.3,496,668228.8,452,392688.3,204
"26",1021317.1,496,661777,456,437889.8,208
"27",964491.1,500,1236069.5,456,991177.1,208
"28",657349.2,504,695131.2,452,380488.8,204
"29",1073121.7,496,948783.1,456,589867.5,208
"30",728423,500,743716.3,452,521948.8,204
"31",1442447,496,643390.5,452,299107.5,204
"32",1033113.8,500,657199.2,456,453408.4,208
"33",862080.1,496,691500,456,518526,208
"34",1397235.7,500,683318.8,460,430211.3,212
"35",1211607.7,500,681909.2,452,415793.4,208
"36",1047020.5,500,1290635.9,452,1041534.8,204
"37",1394296.1,500,649208,456,532899.5,204
"38",898461.3,496,724342.9,456,492216,208
"39",875411,496,690712.6,456,458856.2,208
"40",1158935.5,500,1211350.4,452,945483.4,204
"41",1011059.6,496,1328138.2,456,1157480,208
"42",1001727.7,500,654495.3,456,371049.7,204
"43",1016728.6,500,1412141.6,456,1142775.2,204
"44",1411720.3,504,773058.9,456,469450.9,208
"45",1043235.8,496,1421048.2,452,1065638.7,200
"46",668792.9,500,1176902.5,452,769452.7,204
"47",1151549.3,496,683661.7,456,379556.6,212
"48",1191462.4,500,1065548.1,456,732613.5,204
"49",1062757.1,496,650537.4,456,392413.4,208
"50",691839.2,500,1484327.3,452,1108502.7,208
"51",666854.4,500,1736369.8,456,1379171.3,208
"52",704819.2,496,670432.1,456,488665.9,208
"53",1103625.1,496,639161.2,460,424273.5,212
"54",1269068.1,500,1767692,448,1535898.2,200
"55",1237648.6,504,649309.4,456,352040.9,208
"56",972768.8,500,876103.7,452,544918,204
"57",780058.1,496,690107.9,456,552044.2,204
"58",742239.7,500,1135649.3,452,912939.4,204
"59",1252530.9,496,669966.1,460,474160,212
"60",876877.6,500,675318.7,452,389555.6,208
"61",859361.9,500,1261935.8,456,871349.4,208
"62",669211,504,1352678.3,456,1021475.8,208
"63",1215680.7,500,652216.5,456,370537.2,208
"64",686881.5,500,664127.4,456,476681.4,208
"65",1241434.2,496,1243011.3,452,982125.7,208
"66",715829.2,500,642634.3,456,336505.1,208
"67",648273,500,1517167.3,456,1245980.6,208
"68",1205456.1,500,857438.3,452,664066.7,204
"69",633960,500,1807978.5,452,1420901,208
"70",710983.4,500,650987.8,452,387654.1,208
"71",1268560.8,496,997253.7,452,964091,208
"72",1066020.4,496,791633.2,456,463619.6,208
"73",658835,500,1221220.5,452,883367.1,204
"74",656525.6,500,1152795.3,452,871818.8,208
"75",1203165.3,496,641827.7,456,365541.3,208
"76",1024346.2,500,683811,452,416798.7,204
"77",1061721,496,1388589.3,460,1073409.9,208
"78",1201576.7,500,784967.9,456,430465.2,212
"79",661211.8,500,662234.2,452,428544.7,208
"80",722881.2,500,750852.1,448,657070.8,204
"81",1022529,496,831826.9,456,563602.5,200
"82",735431.2,500,728848.8,452,583554,204
"83",635621.4,504,674062,456,448060.6,212
"84",643640.4,504,1071110.7,460,803285.9,208
"85",1200758.4,496,966457.6,460,776568.6,212
"86",816604.3,496,1514565.3,456,1199056.5,208
"87",707664,500,1029589.7,456,699905,208
"88",1317104.5,496,676509.2,456,443466,208
"89",667195.8,500,872368.7,460,648783.4,212
"90",690435.1,504,721375.4,456,561770.5,208
"91",1634709.7,492,646457.7,452,335498.2,204
"92",723443.2,500,807623.8,452,495168.1,208
"93",902057.3,504,1260203.9,452,1076281.4,208
"94",1140366,500,1547591.6,456,1226569.7,212
"95",914316.1,500,778276.5,452,438604.3,208
"96",828993.3,504,1028961.1,452,633396.3,204
"97",1230095.8,492,1178597.2,452,915149.4,208
"98",1014374.8,500,998292.6,452,784939.7,208
"99",1084488.2,500,1062455.5,452,761877.5,208
"100",1091004.6,496,665044.5,460,364444.1,208
"101",1155077.9,504,1595134.7,460,1268724,212
"102",811010.7,496,1137386.7,452,986929,204
"103",1842761.6,500,843163.9,456,525237.8,212
"104",961538.2,504,660041.5,456,409628.6,208
"105",1249506.7,496,1163892.7,456,745207.2,208
"106",713433.4,500,1034713.5,456,756138.2,208
"107",1030565.6,500,887031.5,448,503070.2,196
"108",747579.5,504,728615.8,452,492845.3,208
"109",911799.8,496,1226267.1,456,1053477.4,208
"110",651533.4,500,1250997.8,456,867235.5,208
"111",702096.4,492,892157.7,452,562846.6,208
"112",807636.1,504,1313255.8,456,922322.6,208
"113",655060.8,496,631035.5,456,279469.4,204
"114",886507.9,500,885813.6,456,772075.5,208
"115",663820.5,504,1018144.4,452,657191.4,204
"116",729627,504,697961.8,456,521824.4,208
"117",686040.6,500,1019863.4,452,686642.3,208
"118",660565.5,496,660671.1,440,383206.8,196
"119",1090335.8,500,929524,452,618677.6,200
"120",645849.1,500,692443.4,452,456474.5,204
"121",1427455.3,500,769854.7,456,689369.4,204
"122",1153554.2,504,1285261.2,452,924762.4,212
"123",1080492.8,496,1139323.4,456,883670.8,208
"124",1303578.4,500,1969341.4,456,1597998.8,208
"125",804445.6,496,1054069.4,456,840993.2,212
"126",1127281.5,500,1266988.5,456,940004.4,208
"127",945192.8,500,799210.5,452,520423,208
"128",695895.1,500,699331,460,491451.2,208
"129",921864.7,500,1180255,460,870047.9,212
"130",734765,496,1337521.8,456,1108292.3,204
"131",1483651,496,1144093,456,766029.8,208
"132",1108997.1,496,1112551.3,460,796777.8,212
"133",1060860.7,500,687319.5,456,379237.6,208
"134",1062966.2,496,638930.2,452,453815.4,204
"135",929698.6,496,785387.8,452,610042.1,208
"136",702012.7,500,1102235.8,456,746544,212
"137",1459869.1,500,699704.9,460,488512.3,212
"138",1452284.9,500,883516.3,456,670763.7,208
"139",1483474.4,496,647597.7,456,346491.2,204
"140",690809,504,1135686.5,452,834226.8,212
"141",1240668.3,496,1243991.7,460,1056851.2,208
"142",671487.7,504,1495938.6,456,1126147.6,212
"143",959424.8,492,1352605.7,456,1086938.7,208
"144",1401746.5,500,668286.2,456,442662,208
"145",1681883.1,500,1249454.9,452,953393.9,204
"146",1224544.1,496,1247369.9,456,1232253.2,204
"147",715163.8,500,1175994.5,452,794491.7,208
"148",679124.6,496,1138373.8,456,854125.2,212
"149",960911.4,496,952386.8,456,666738.1,208
"150",1248387,500,1382818.7,456,1031748.2,208
"151",674793.5,492,1276372.5,456,1031814.8,208
"152",1900546.7,500,991414.7,456,733957.3,212
"153",1029610.5,500,1329606.9,452,991928.6,204
"154",861450.2,500,1142392,452,842113.7,204
"155",1069987.4,496,744373.5,460,451023.6,208
"156",1194393,500,976832.7,452,654812.2,208
"157",1469690.3,492,670587.8,456,487720.8,204
"158",981918.1,500,1016758.9,460,853725.2,212
"159",808424.6,500,1329959.3,456,1033767.3,212
"160",754328.5,504,683858.1,460,444085.5,208
"161",1177987.9,500,654379.9,452,387317.1,208
"162",1127847.3,504,1375911,460,1035509.2,212
"163",906553.5,500,856725.1,460,624179.7,212
"164",666051.9,504,879256.7,456,559227.5,208
"165",1327847.1,500,1239500.1,456,914504.4,212
"166",1575085.3,500,1168088.6,456,787126.4,208
"167",1141591.5,496,726046.2,452,523822.6,204
"168",649893.3,500,642202.5,456,398869.7,212
"169",757227.8,496,798867.3,456,532520.7,208
"170",1034879.2,496,810233.5,452,526779.8,204
"171",657467.4,504,668873.6,456,404435.5,212
"172",628579.7,496,644392.4,452,309071.6,204
"173",1787368.8,500,997625.6,452,968860.4,208
"174",710234,500,890030.3,456,732284.5,212
"175",717455,500,772866.4,456,426458.9,208
"176",699782.9,500,792342.8,452,519717.8,204
"177",788913,500,1368154,460,1157077.8,212
"178",759847.8,492,675424.8,456,423450.7,212
"179",1336436,500,679328.7,456,445417.5,208
"180",652534.7,500,717999,456,422987.7,208
"181",1616882.5,488,1019727.6,452,728179.4,204
"182",1206519.3,504,876492.9,448,749134.7,204
"183",888604.6,500,1356572.8,460,1026602.7,212
"184",763543.3,496,1032292.6,456,836024.9,212
"185",698006.3,500,1002691,456,716590.1,208
"186",647291.9,500,1057200.7,456,814771.8,208
"187",796109.3,500,971329.9,456,693335.3,208
"188",684380.9,500,645994.3,456,338948.4,208
"189",1060064.7,500,650023.6,448,381291.8,196
"190",1058630.2,500,659932.3,452,342218.1,204
"191",1123640.1,504,676417.8,456,354951,208
"192",904225.3,496,1389237.3,448,1089079.4,200
"193",770506.8,496,679732.1,456,400735.8,208
"194",747178.1,492,780420.8,456,668088,208
"195",1826901.8,496,1904669.7,456,1508316.8,208
"196",1396549.2,500,1084569.9,452,685610.3,204
"197",1454788.7,500,1231374.1,452,984364.3,208
"198",715067.4,500,1021923.2,456,798913.3,204
"199",722519.5,504,755878.2,452,499168.3,204
"200",968374.2,500,677353.7,456,476675.9,208
"201",1000234.5,500,840387.7,452,604205.1,204
"202",1351753.1,496,669822.6,452,412124.7,204
"203",1039865.8,492,667120.5,456,326997.6,212
"204",1128777.2,500,745457.6,456,483764.6,204
"205",767624.9,496,1275552.9,456,998232.3,212
"206",1078410.4,504,897848.4,452,635693.9,212
"207",907769.4,500,1120228.7,456,831277.4,212
"208",1040272.3,500,652457.9,456,457873.9,208
"209",1095266.3,504,685493.8,452,462972.4,212
"210",972997.2,500,832429.1,456,654189.5,208
"211",1146561,504,1261377.3,460,918526.8,208
"212",661742.1,500,1110814.5,456,1014542.5,208
"213",1164218.5,500,1281318.8,456,935797.2,208
"214",968074,496,1172070.1,460,944832.6,212
"215",1370297.1,496,1139461.9,452,841028.5,204
"216",1698480.9,500,976474.3,456,735674.7,208
"217",1162907,500,875748.5,456,662006.9,204
"218",735069.7,500,1061825.8,456,689764.4,208
"219",951217.9,504,804298.3,452,560961.6,208
"220",894050.4,496,1889949.2,456,1525321.4,204
"221",930301.9,504,817548.5,452,588400.3,208
"222",709346.9,500,1097592.4,456,831780.2,212
"223",749808.9,496,825243.5,452,751503.2,204
"224",993837.4,496,648995.5,456,340165.8,204
"225",702051.8,500,631920.1,452,278478.7,204
"226",737561.7,496,646367.3,452,440154,204
"227",1636772.6,500,657406.1,448,461811.7,200
"228",694302.2,504,716875.3,456,480748.6,212
"229",1031302.4,500,880784.2,456,574771.8,208
"230",962210.5,496,987476.7,456,657971,208
"231",2122219.9,500,1040695.2,456,691410.2,208
"232",1021132.8,500,941754.8,460,682188.2,212
"233",1330187.6,496,674970.2,452,468863.5,208
"234",979191.9,500,787776.6,448,495395.6,204
"235",693776.2,500,1273091.1,456,1008692.5,212
"236",651128.1,500,1022451,452,708883.9,204
"237",1288820.3,500,1146755.8,456,921347.7,212
"238",829103.9,492,1358404.6,452,1134876.9,204
"239",724176.2,496,1900145.9,456,1581478.1,212
"240",968962.6,492,710719.9,456,527603.9,204
"241",913900.5,500,718888.1,456,420828.3,208
"242",917874.9,500,736663.8,452,552032.9,208
"243",1016201,500,651645.6,460,466160.7,212
"244",909024.2,500,1487844.2,460,1137370.3,212
"245",1099916.2,500,643627.5,452,345628.1,208
"246",935656.5,500,903859.9,452,614348.5,208
"247",980022.5,500,926793.2,452,652684.9,208
"248",708016.3,504,1121020.8,448,798970.6,200
"249",718711,500,1016470.5,456,645586.9,208
"250",1136533.5,500,1194664.7,448,810580.3,204
"251",690405.4,500,1322853.3,460,950504.3,212
"252",1050944.1,500,747622.3,452,462600.2,204
"253",704145.6,496,646987.9,448,323318.7,208
"254",677205.9,500,782891.4,452,494208.8,204
"255",1366396.9,500,1344830.7,460,983651.2,212
"256",919971.9,504,675490.9,456,495460.2,212
"257",963129.4,504,661860.9,452,447945.3,204
"258",832787.2,496,1666799.1,456,1289038.3,208
"259",990355.6,500,1024788.2,460,719638.4,212
"260",1927252.7,500,1459300.6,456,1238789.8,208
"261",1355152.5,500,1158754.1,456,874886.7,212
"262",1286972.9,500,745179.3,448,518135.5,204
"263",1392523.5,500,1147547.8,448,840460,200
"264",1286733.3,496,1151387,456,851219.3,208
"265",1474570.2,500,761474.2,448,501114.8,204
"266",712361.3,504,931883.3,456,626693.1,208
"267",1056192.6,500,1166118.2,452,787928.5,208
"268",1500475.9,504,663310.2,456,381794.4,208
"269",1145081.1,504,1002841.7,452,875076.4,204
"270",1446534.4,500,978701.6,456,728410,208
"271",820414.4,504,1549287.6,452,1227700.5,204
"272",706211.6,496,992383.5,456,967403.1,208
"273",911342.7,500,863635.2,452,603827.1,204
"274",1002531.9,500,1411323.5,452,1166166.5,208
"275",1016131.3,504,649921,452,371132,208
"276",1073846,504,1107526,456,863076.3,208
"277",673394.5,500,1001846.9,452,623976.3,208
"278",939947.1,496,1066389.6,456,802859.1,212
"279",720217.1,504,1229261.4,456,1002791.7,208
"280",893866.6,492,897907,456,706453.5,208
"281",723616.9,504,855518.5,448,811575.8,192
"282",829964.2,496,1000591.3,456,813698.7,212
"283",686325.6,496,822089.1,460,500665.8,212
"284",1354691.4,500,956740.4,452,697730.6,204
"285",762245.9,496,1540867.2,456,1194341.1,212
"286",650621.2,496,1225921.1,452,943466.1,200
"287",1011843.5,504,643106.1,456,419909.6,204
"288",753042.6,500,736211.7,456,433469.9,208
"289",1230125.1,496,1199786.5,452,907303.4,200
"290",961804.2,504,646796.2,448,463010.9,196
"291",664306.1,500,1150073.2,456,798665.2,212
"292",697373.5,500,1353491.5,452,899968.6,208
"293",1248875.9,500,1175668.6,460,846955.8,212
"294",637839.1,504,1392083.5,452,1039889.8,208
"295",866470.8,500,810124.7,456,492949.1,208
"296",846417.4,496,1150738.7,456,1119881.7,208
"297",836076.4,496,888855.4,456,618344.3,208
"298",807082,500,793094.6,456,453947.3,212
"299",687936.4,500,921415.7,452,691222.1,208
"300",884286.6,496,964265.9,460,655649.4,208
"301",1898407.3,500,1068224.9,456,732667.2,204
"302",964692.9,496,893874.7,452,717506.3,204
"303",856178.1,500,1103505.3,452,731626,204
"304",937507.9,496,1082331.8,460,846778.7,212
"305",1020740.2,492,1783816.3,452,1477241.2,208
"306",647829.9,492,1092602.3,456,685943.7,208
"307",807638.9,500,1172640.9,448,852448.2,200
"308",768263.7,492,818274.3,456,712814.6,204
"309",719695.7,496,948911.8,456,623785.2,212
"310",665166,500,637871.3,456,415014.6,212
"311",1246076.9,500,1910808.8,452,1580422.3,204
"312",659112.2,492,1552397.3,456,1206352.5,208
